No,nama_barang,kode_barang,golongan,bidang,kelompok,sub_kelompok,rincian_objek
10554,Gravity ( Hydrostatic Headh ) Filter,1.3.2.17.01.10.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10555,Batch Filter Press,1.3.2.17.01.10.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10556,Continuous Rotary Filter Press,1.3.2.17.01.10.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10557,Batch Vacuum Filter,1.3.2.17.01.10.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10558,Rotary Drum Vacuum Filter,1.3.2.17.01.10.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10559,Continuous Disk Vacuum Filter,1.3.2.17.01.10.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10560,Horizontal Continuous Vacuum Filter,1.3.2.17.01.10.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10561,Horizontal Belt Filter,1.3.2.17.01.10.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10562,Centrifugal Filter,1.3.2.17.01.10.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10563,solid liquid filtering equipment  lainnya (dst),1.3.2.17.01.10.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,SOLID LIQUID FILTERING EQUIPMENT
10564,Batch Laboratory Centrifuge,1.3.2.17.01.11.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10565,Tubular - Bowl Centrifuge,1.3.2.17.01.11.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10566,Multichamber Centrifuge,1.3.2.17.01.11.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10567,Disk Centrifuge,1.3.2.17.01.11.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10568,Continuous Decanter Centrifuge,1.3.2.17.01.11.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10569,Basket Centrifuge,1.3.2.17.01.11.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10570,Graduate Centrifuge,1.3.2.17.01.11.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10571,centrifuge for solid liquid  lainnya (dst),1.3.2.17.01.11.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,CENTRIFUGE FOR SOLID LIQUID
10572,Bacth Press,1.3.2.17.01.12.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,LIQUID FROM SOLID EXPELLING (EXPRESSOR)-EQUIPMENT
10573,Continuous Press,1.3.2.17.01.12.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,LIQUID FROM SOLID EXPELLING (EXPRESSOR)-EQUIPMENT
10574,liquid from solid expelling (expressor)-equipment lainnya (dst),1.3.2.17.01.12.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,LIQUID FROM SOLID EXPELLING (EXPRESSOR)-EQUIPMENT
10575,Batch Trought Circulation Dryer,1.3.2.17.01.13.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10576,Batch Tray Compartment Dryer,1.3.2.17.01.13.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10577,Batch Fluid Bet Dryer,1.3.2.17.01.13.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10578,Batch Agigated Dryer,1.3.2.17.01.13.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10579,Batch Freeze Dryer,1.3.2.17.01.13.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10580,Batch Vacuum Rotary Dryer,1.3.2.17.01.13.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10581,Batch Vacuum Try Dryer,1.3.2.17.01.13.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10582,Continuous Tray Dryer,1.3.2.17.01.13.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10583,Continuous Sheeting Dryer,1.3.2.17.01.13.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10584,Pneomatic Conveying Dryer,1.3.2.17.01.13.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10585,Rotary Dryer Continuous,1.3.2.17.01.13.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10586,Spray Dryer Continuous,1.3.2.17.01.13.012,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10587,Continuous Trough Circulation Dryer,1.3.2.17.01.13.013,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10588,Continuous Tunnel Dryer,1.3.2.17.01.13.014,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10589,Continuous Fluid Bed Dryer,1.3.2.17.01.13.015,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10590,Cylender Continuous,1.3.2.17.01.13.016,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10591,Drum Dryer Continuous,1.3.2.17.01.13.017,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10592,Screw Conveyer Dryer Continuous,1.3.2.17.01.13.018,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10593,Continuous Steam-Tube Rotary Dryer,1.3.2.17.01.13.019,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10594,Continuous Vibrating Tray Dryer,1.3.2.17.01.13.020,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10595,Continuous Belt Dryer,1.3.2.17.01.13.021,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10596,Rotary Kiln,1.3.2.17.01.13.022,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10597,Heat Gun Dryer (Hair Dryer),1.3.2.17.01.13.023,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10598,gas-solid drying equipment lainnya (dst),1.3.2.17.01.13.024,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS-SOLID DRYING EQUIPMENT
10599,Fluidized Solid-Solid Mixer,1.3.2.17.01.14.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID FLUIDISED BED EQUIPMENT
10600,Fluidized Bed Gas Mixer,1.3.2.17.01.14.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID FLUIDISED BED EQUIPMENT
10601,Fluidized Bed Annealling Furnace,1.3.2.17.01.14.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID FLUIDISED BED EQUIPMENT
10602,Fluidized Bed Catalytic Reactor,1.3.2.17.01.14.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID FLUIDISED BED EQUIPMENT
10603,Fluidized Bed Non Catalytic Reactor,1.3.2.17.01.14.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID FLUIDISED BED EQUIPMENT
10604,gas - solid fluidised bed equipment lainnya (dst),1.3.2.17.01.14.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID FLUIDISED BED EQUIPMENT
10605,Gravity Settling Chamber,1.3.2.17.01.15.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10606,Impingement Separator,1.3.2.17.01.15.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10607,Cyclone Separator,1.3.2.17.01.15.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10608,Mechanical Centrifugal Dust Separator,1.3.2.17.01.15.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10609,Beg Filter,1.3.2.17.01.15.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10610,Dust/Mist Scrubber Spray Type,1.3.2.17.01.15.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10611,Dust/Mist Scrubber Cyclone Type,1.3.2.17.01.15.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10612,Air Filter Viscous,1.3.2.17.01.15.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10613,Air Filter Dry,1.3.2.17.01.15.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10614,Air Filter Automatically Ragenrated,1.3.2.17.01.15.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10615,Electrostauc Precipitator,1.3.2.17.01.15.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10616,gas - solid separation equipment lainnya (dst),1.3.2.17.01.15.012,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - SOLID SEPARATION EQUIPMENT
10617,Plate Distillation Column,1.3.2.17.01.16.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID DISTILLATION EQUIPMENT
10618,Packed Distillation Column,1.3.2.17.01.16.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID DISTILLATION EQUIPMENT
10619,gas - liquid distillation equipment lainnya (dst),1.3.2.17.01.16.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID DISTILLATION EQUIPMENT
10620,Plate Absorption Column,1.3.2.17.01.17.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID SEPARITION EQUIPMENT
10621,Packed Absorption Column,1.3.2.17.01.17.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID SEPARITION EQUIPMENT
10622,Spray Absorption Column,1.3.2.17.01.17.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID SEPARITION EQUIPMENT
10623,Watted Wall Absorption Column,1.3.2.17.01.17.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID SEPARITION EQUIPMENT
10624,Aerator,1.3.2.17.01.17.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID SEPARITION EQUIPMENT
10625,Mist Separator / Eliminator,1.3.2.17.01.17.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID SEPARITION EQUIPMENT
10626,gas - liquid separition equipment lainnya (dst),1.3.2.17.01.17.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,GAS - LIQUID SEPARITION EQUIPMENT
10627,Gas Diffusion Isotope Separator,1.3.2.17.01.18.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10628,Thermal Diffusion Isotope Separator,1.3.2.17.01.18.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10629,Centrifuge Isotope Separator,1.3.2.17.01.18.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10630,Mess Diffusion Isotope Separator,1.3.2.17.01.18.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10631,Laser Isotope Separator,1.3.2.17.01.18.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10632,Xe Despencing Manifold Syst,1.3.2.17.01.18.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10633,Xe Lushing Manifold,1.3.2.17.01.18.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10634,isotope separation equipment lainnya (dst),1.3.2.17.01.18.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,ISOTOPE SEPARATION EQUIPMENT
10635,Centrifugal Pump,1.3.2.17.01.19.001,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10636,Prpeler & Turbine Pump,1.3.2.17.01.19.002,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10637,Positive Displacement Pump,1.3.2.17.01.19.003,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10638,Jet Pump,1.3.2.17.01.19.004,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10639,Electro Magnetic Pump,1.3.2.17.01.19.005,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10640,Vacuum Diffusion Pump,1.3.2.17.01.19.006,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10641,Rotary Vacuum Pump,1.3.2.17.01.19.007,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10642,Centrivugal Vacuum Pump,1.3.2.17.01.19.008,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10643,Reciprocating Vacuum Pump,1.3.2.17.01.19.009,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10644,Air Lift Pump,1.3.2.17.01.19.010,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10645,Diaphragm Vacuum Pump,1.3.2.17.01.19.011,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10646,Diaphragm Air Pump,1.3.2.17.01.19.012,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10647,Submersible Pump,1.3.2.17.01.19.013,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10648,Target Vacuum Target Holder,1.3.2.17.01.19.014,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10649,Fan,1.3.2.17.01.19.015,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10650,Centrifugal And Axial Compressor,1.3.2.17.01.19.016,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10651,Rotary Compressor,1.3.2.17.01.19.017,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10652,Reciprocating Compressor,1.3.2.17.01.19.018,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10653,Blower,1.3.2.17.01.19.019,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10654,Diaphragm Compresor,1.3.2.17.01.19.020,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10655,Peristatic Pump,1.3.2.17.01.19.021,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10656,Steam Jet Ejector,1.3.2.17.01.19.022,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10657,Water Jet Ejector,1.3.2.17.01.19.023,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10658,Cage Washer,1.3.2.17.01.19.024,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10659,Dish Washer,1.3.2.17.01.19.025,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10660,Stirer,1.3.2.17.01.19.026,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10661,Label Storage Cabinet,1.3.2.17.01.19.027,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10662,Pompa Sand Piper (Transport And Storage Equipment For Liquid),1.3.2.17.01.19.028,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10663,Atmosferic Tank For Liquid W/WO Stirer,1.3.2.17.01.19.029,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10664,Pressure Tank For Liquid /Dewar,1.3.2.17.01.19.030,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10665,Gas Holder,1.3.2.17.01.19.031,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10666,Gas Pressure Vessel,1.3.2.17.01.19.032,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10667,Crygenic Storage Equipment,1.3.2.17.01.19.033,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10668,Tank Car,1.3.2.17.01.19.034,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
10669,Tank Truck,1.3.2.17.01.19.035,ASET TETAP,PERALATAN DAN MESIN,PERALATAN PROSES/PRODUKSI,UNIT PERALATAN PROSES/PRODUKSI,TRANSPORT AND STORAGE EQUIPMENT FOR LIQUID
